Zipcode: "O, Score: PR@"
Zipcode: COMM6, Score: 15.293555760242898
Zipcode: Y 3, Score: 15.296967215911028
Zipcode: MOR7, Score: 15.300378671579162
Zipcode: A5, Score: 15.31743594991983
Zipcode: BUS 4, Score: 15.344727595264898
Zipcode: BILE0, Score: 15.375430696278103
Zipcode: NJ  0, Score: 15.392487974618771
Zipcode: 90  0, Score: 15.416368164295704
Zipcode: ULF 2, Score: 15.426602531300107
Zipcode: WELL0, Score: 15.436836898304506
Zipcode: ER0, Score: 15.443659809640772
Zipcode: OR9, Score: 15.470951454985842
Zipcode: RES5, Score: 15.474362910653976
Zipcode: IA  0, Score: 15.477774366322109
Zipcode: NEW 6, Score: 15.532357657012247
Zipcode: 52  0, Score: 15.546003479684781
Zipcode: MATA7, Score: 15.549414935352916
Zipcode: TY N5, Score: 15.573295125029851
Zipcode: EY W5, Score: 15.58352949203425
Zipcode: SED 9, Score: 15.586940947702384
Zipcode: T5, Score: 15.597175314706785
Zipcode: 29  0, Score: 15.607409681711188
Zipcode: NG5, Score: 15.624466960051855
Zipcode: ANGE0, Score: 15.668815883737592
Zipcode: OW5, Score: 15.682461706410125
Zipcode: STOW5, Score: 15.69610752908266
Zipcode: EY C3, Score: 15.713164807423327
Zipcode: LES 4, Score: 15.72681063009586
Zipcode: DIST0, Score: 15.730222085763994
Zipcode: YELE2, Score: 15.733633541432129
Zipcode: EXT 0, Score: 15.760925186777197
Zipcode: G IN3, Score: 15.764336642445331
Zipcode: ABO4, Score: 15.781393920786
Zipcode: C R5, Score: 15.788216832122268
Zipcode: H 3, Score: 15.791628287790399
Zipcode: O7952, Score: 15.890560502166274
Zipcode: CA0, Score: 15.945143792856411
Zipcode: NN T6, Score: 15.95537815986081
Zipcode: VER 0, Score: 15.982669805205882
Zipcode: FT 4, Score: 16.00996145055095
Zipcode: CRY2, Score: 16.013372906219082
Zipcode: IN M4, Score: 16.020195817555351
Zipcode: Y GR6, Score: 16.023607273223483
Zipcode: OH R9, Score: 16.027018728891619
Zipcode: 465 0, Score: 16.040664551564152
Zipcode: MS  0, Score: 16.057721829904821
Zipcode: C 0, Score: 16.061133285572954
Zipcode: CO 2, Score: 16.067956196909222
Zipcode: IA9, Score: 16.085013475249891
Zipcode: AV1, Score: 16.091836386586156
Zipcode: ME  0, Score: 16.108893664926825
Zipcode: HUAC0, Score: 16.119128031931226
Zipcode: LOT0, Score: 16.160065499948828
Zipcode: SVIL3, Score: 16.173711322621362
Zipcode: ULON0, Score: 16.1975915122983
Zipcode: OT 16, Score: 16.204414423634564
Zipcode: KY9, Score: 16.214648790638968
Zipcode: 86  0, Score: 16.2282946133115
Zipcode: TA3, Score: 16.258997714324703
Zipcode: CORD9, Score: 16.279466448333505
Zipcode: ST  0, Score: 16.316992460682975
Zipcode: 020 0, Score: 16.392044485381913
Zipcode: TY T7, Score: 16.412513219390714
Zipcode: 38  0, Score: 16.422747586395115
Zipcode: ORK 0, Score: 16.429570497731383
Zipcode: NT D5, Score: 16.470507965748986
Zipcode: NNA 0, Score: 16.487565244089652
Zipcode: O NJ0, Score: 16.514856889434721
Zipcode: LATE9, Score: 16.518268345102854
Zipcode: CO 7, Score: 16.52167980077099
Zipcode: EON 9, Score: 16.53191416777539
Zipcode: RA5, Score: 16.535325623443523
Zipcode: PLA7, Score: 16.548971446116056
Zipcode: CO 9, Score: 16.583086002797394
Zipcode: MANS4, Score: 16.589908914133662
Zipcode: 00  0, Score: 16.634257837819398
Zipcode: D DE3, Score: 16.63766929348753
Zipcode: ERVA3, Score: 16.6854296728414
Zipcode: AHIN7, Score: 16.695664039845802
Zipcode: NEAR0, Score: 16.709309862518339
Zipcode: Y 412, Score: 16.712721318186471
Zipcode: DIS3, Score: 16.736601507863405
Zipcode: UGAR0, Score: 16.750247330535938
Zipcode: BURG0, Score: 16.774127520212875
Zipcode: HI9, Score: 16.787773342885409
Zipcode: SYCA4, Score: 16.791184798553545
Zipcode: AR  0, Score: 16.804830621226078
Zipcode: ESER3, Score: 16.859413911916217
Zipcode: OF N5, Score: 16.893528468597552
Zipcode: TN3, Score: 16.896939924265684
Zipcode: 20 T6, Score: 16.927643025278886
Zipcode: NT T7, Score: 16.97881486030089
Zipcode: WF6, Score: 17.00610650564596
Zipcode: P   0, Score: 17.026575239654761
Zipcode: CHA9, Score: 17.053866884999831
Zipcode: PT9, Score: 17.070924163340496
Zipcode: 20  0, Score: 17.074335619008632
Zipcode: 3MO1, Score: 17.084569986013033
Zipcode: RIG8, Score: 17.1016272643537
Zipcode: SHR2, Score: 17.122095998362504
Zipcode: SDAL5, Score: 17.135741821035037
Zipcode: ELL 3, Score: 17.18691365605704
Zipcode: PA9, Score: 17.190325111725173
Zipcode: S NY0, Score: 17.227851124074643
Zipcode: SH L1, Score: 17.234674035410912
Zipcode: N NJ0, Score: 17.251731313751577
Zipcode: K   0, Score: 17.265377136424114
Zipcode: V1, Score: 17.268788592092246
Zipcode: SEY 3, Score: 17.272200047760382
Zipcode: T 7, Score: 17.279022959096647
Zipcode: 815 0, Score: 17.296080237437312
Zipcode: MT5, Score: 17.306314604441717
Zipcode: SH  0, Score: 17.323371882782386
Zipcode: 351 0, Score: 17.333606249786783
Zipcode: IL 0, Score: 17.340429161123051
Zipcode: CLUB0, Score: 17.398423907481323
Zipcode: IX 00, Score: 17.405246818817592
Zipcode: ORL5, Score: 17.412069730153856
Zipcode: 29 6, Score: 17.449595742503327
Zipcode: KY, Score: 17.459830109507728
Zipcode: ANAN0, Score: 17.476887387848393
Zipcode: P'S 2, Score: 17.497356121857198
Zipcode: 8   0, Score: 17.511001944529731
Zipcode: 71 F9, Score: 17.531470678538533
Zipcode: NC  0, Score: 17.565585235219867
Zipcode: ALVE2, Score: 17.575819602224268
Zipcode: CAT1, Score: 17.609934158905606
Zipcode: NSON0, Score: 17.623579981578139
Zipcode: 21  0, Score: 17.626991437246271
Zipcode: 427 0, Score: 17.630402892914407
Zipcode: UGH 9, Score: 17.637225804250672
Zipcode: ORGA5, Score: 17.640637259918808
Zipcode: RS C3, Score: 17.654283082591341
Zipcode: TWNS8, Score: 17.66110599392761
Zipcode: ES N3, Score: 17.691809094940812
Zipcode: CAMP0, Score: 17.69863200627708
Zipcode: D CT8, Score: 17.722512195954014
Zipcode: E 3, Score: 17.725923651622146
Zipcode: IN R2, Score: 17.729335107290282
Zipcode: UT, Score: 17.746392385630948
Zipcode: 9 0, Score: 17.760038208303484
Zipcode: LYWO6, Score: 17.766861119639753
Zipcode: 51  0, Score: 17.770272575307882
Zipcode: IL  0, Score: 17.780506942312286
Zipcode: IDGE0, Score: 17.923788080373896
Zipcode: JA  0, Score: 17.934022447378297
Zipcode: GSTO5, Score: 17.951079725718962
Zipcode: ASSU4, Score: 17.968137004059631
Zipcode: HELO9, Score: 18.009074472077234
Zipcode: CTY 9, Score: 18.022720294749771
Zipcode: 03  0, Score: 18.11824105345751
Zipcode: RT  0, Score: 18.138709787466311
Zipcode: NC2, Score: 18.176235799815782
Zipcode: AR7, Score: 18.179647255483918
Zipcode: N OK0, Score: 18.183058711152047
Zipcode: ERLA5, Score: 18.193293078156451
Zipcode: OLIV1, Score: 18.200115989492716
Zipcode: TX 77, Score: 18.217173267833385
Zipcode: RELL0, Score: 18.227407634837785
Zipcode: KS C6, Score: 18.237642001842186
Zipcode: EHIN4, Score: 18.261522191519123
Zipcode: RSES0, Score: 18.264933647187252
Zipcode: AUGU2, Score: 18.278579469859789
Zipcode: OT I5, Score: 18.292225292532326
Zipcode: OM H6, Score: 18.319516937877392
Zipcode: A F5, Score: 18.322928393545528
Zipcode: 979 0, Score: 18.329751304881793
Zipcode: LUMB4, Score: 18.339985671886193
Zipcode: 5 0, Score: 18.346808583222458
Zipcode: DI2, Score: 18.357042950226862
Zipcode: SS R4, Score: 18.384334595571929
Zipcode: BIN 2, Score: 18.408214785248866
Zipcode: 55  0, Score: 18.418449152253267
Zipcode: ORGE0, Score: 18.425272063589535
Zipcode: DE  0, Score: 18.4320949749258
Zipcode: 4   0, Score: 18.483266809947803
Zipcode: EC 12, Score: 18.493501176952208
Zipcode: RD  0, Score: 18.513969910961006
Zipcode: BAN5, Score: 18.527615733633539
Zipcode: RO L1, Score: 18.531027189301675
Zipcode: NG  0, Score: 18.534438644969807
Zipcode: Y OH0, Score: 18.544673011974208
Zipcode: X   0, Score: 18.558318834646744
Zipcode: HAV5, Score: 18.578787568655546
Zipcode: CO 3, Score: 18.592433391328083
Zipcode: BURA2, Score: 18.609490669668748
Zipcode: RMIL3, Score: 18.633370859345682
Zipcode: LO T7, Score: 18.636782315013818
Zipcode: N CT8, Score: 18.643605226350083
Zipcode: O NE0, Score: 18.647016682018215
Zipcode: OH4, Score: 18.653839593354483
Zipcode: 948 0, Score: 18.698188517040222
Zipcode: OCK 0, Score: 18.732303073721557
Zipcode: NJ, Score: 18.739125985057825
Zipcode: EA  0, Score: 18.77324054173916
Zipcode: CHAR3, Score: 18.793709275747961
Zipcode: STR5, Score: 18.797120731416094
Zipcode: NY, Score: 18.8380581994337
Zipcode: LA 71, Score: 18.851704022106233
Zipcode: OTHY0, Score: 18.855115477774369
Zipcode: RT 1, Score: 18.868761300446902
Zipcode: OF K1, Score: 18.923344591137038
Zipcode: SLE 3, Score: 18.950636236482108
Zipcode: RE2, Score: 18.957459147818373
Zipcode: PGS 6, Score: 18.960870603486509
Zipcode: Y MO0, Score: 18.974516426159042
Zipcode: OJA 2, Score: 18.977927881827174
Zipcode: "830, Score: 0"
Zipcode: E BA3, Score: 19.032511172517314
Zipcode: ISHA0, Score: 19.039334083853579
Zipcode: SE  0, Score: 19.046156995189847
Zipcode: TESB6, Score: 19.052979906526115
Zipcode: B 3 0, Score: 19.104151741548119
Zipcode: ND5, Score: 19.121209019888784
Zipcode: ", Score: SUF6"
Zipcode: KI5, Score: 19.128031931225053
Zipcode: OF B3, Score: 19.131443386893189
Zipcode: CKER8, Score: 19.148500665233854
Zipcode: 65  0, Score: 19.15191212090199
Zipcode: PHIA0, Score: 19.162146487906391
Zipcode: 25  0, Score: 19.168969399242659
Zipcode: ITS 0, Score: 19.182615221915192
Zipcode: AZ8, Score: 19.196261044587725
Zipcode: CTY 1, Score: 19.209906867260258
Zipcode: SIA 9, Score: 19.213318322928394
Zipcode: N KY0, Score: 19.237198512605328
Zipcode: ENTR5, Score: 19.247432879609729
Zipcode: TOA0, Score: 19.25766724661413
Zipcode: RE I2, Score: 19.264490157950398
Zipcode: OWN 6, Score: 19.278135980622931
Zipcode: SKEL3, Score: 19.288370347627332
Zipcode: CY L1, Score: 19.3156619929724
Zipcode: BONN5, Score: 19.342953638317471
Zipcode: CTY 5, Score: 19.360010916658137
Zipcode: 63  0, Score: 19.370245283662538
Zipcode: PAS 3, Score: 19.377068194998806
Zipcode: ARIS8, Score: 19.400948384675743
Zipcode: EAR 0, Score: 19.421417118684541
Zipcode: RT8, Score: 19.42824003002081
Zipcode: 653 0, Score: 19.441885852693343
Zipcode: ALHO4, Score: 19.462354586702148
Zipcode: 22  0, Score: 19.486234776379082
Zipcode: O 2, Score: 19.496469143383482
Zipcode: MO 0, Score: 19.503292054719747
Zipcode: AR C3, Score: 19.520349333060416
Zipcode: OR, Score: 19.581755535086824
Zipcode: 18 4, Score: 19.605635724763758
Zipcode: EEK 0, Score: 19.619281547436291
Zipcode: WV2, Score: 19.63633882577696
Zipcode: 159-5, Score: 19.66363047112203
Zipcode: OH 43, Score: 19.677276293794563
Zipcode: OH  0, Score: 19.684099205130828
Zipcode: Y IL0, Score: 19.697745027803364
Zipcode: CAN1, Score: 19.711390850475897
Zipcode: RD 0, Score: 19.721625217480298
Zipcode: BCH 6, Score: 19.7420939514891
Zipcode: WNSH7, Score: 19.745505407157236
Zipcode: VCH 3, Score: 19.755739774161636
Zipcode: OUN 3, Score: 19.765974141166033
Zipcode: K PA0, Score: 19.789854330842971
Zipcode: .   0, Score: 19.796677242179239
Zipcode: L LA0, Score: 19.820557431856173
Zipcode: V 256, Score: 19.837614710196842
Zipcode: 920 0, Score: 19.84443762153311
Zipcode: HWY 3, Score: 19.864906355541908
Zipcode: L 620, Score: 19.868317811210044
Zipcode: 646 0, Score: 19.919489646232048
Zipcode: OH, Score: 19.92290110190018
Zipcode: NEW0, Score: 19.953604202913382
Zipcode: COLN0, Score: 19.960427114249651
Zipcode: WY0, Score: 19.967250025585916
Zipcode: OH 4, Score: 20.011598949271654
Zipcode: TWP 1, Score: 20.073005151298059
Zipcode: URG 4, Score: 20.086650973970592
Zipcode: 34  0, Score: 20.09347388530686
Zipcode: IA  4, Score: 20.103708252311261
Zipcode: TE N5, Score: 20.134411353324463
Zipcode: OD I1, Score: 20.144645720328864
Zipcode: MM  0, Score: 20.1582915430014
Zipcode: CLU2, Score: 20.17534882134207
Zipcode: GH W1, Score: 20.188994644014603
Zipcode: YALL5, Score: 20.240166479036606
Zipcode: NC9, Score: 20.246989390372871
Zipcode: 030 0, Score: 20.253812301709139
Zipcode: T TX0, Score: 20.26404666871354
Zipcode: BKLY5, Score: 20.267458124381672
Zipcode: Y RA0, Score: 20.284515402722342
Zipcode: LA. 0, Score: 20.311807048067408
Zipcode: 05  0, Score: 20.322041415071812
Zipcode: PT C3, Score: 20.325452870739944
Zipcode: S   0, Score: 20.373213250093816
Zipcode: NT L1, Score: 20.448265274792753
Zipcode: R7 M5, Score: 20.461911097465286
Zipcode: OSTE9, Score: 20.48920274281036
Zipcode: REST0, Score: 20.523317299491691
Zipcode: ON L1, Score: 20.530140210827959
Zipcode: TWP 0, Score: 20.557431856173029
Zipcode: A PA9, Score: 20.57790059018183
Zipcode: OUDA0, Score: 20.5847235015181
Zipcode: SC, Score: 20.6051922355269
Zipcode: ITY 2, Score: 20.6154266025313
Zipcode: TON 9, Score: 20.6256609695357
Zipcode: 7   0, Score: 20.629072425203834
Zipcode: DO K5, Score: 20.663186981885172
Zipcode: 965 0, Score: 20.676832804557705
Zipcode: SING0, Score: 20.680244260225837
Zipcode: CO8, Score: 20.697301538566506
Zipcode: CTY 7, Score: 20.704124449902775
Zipcode: DE 0, Score: 20.707535905570907
Zipcode: OF H6, Score: 20.738239006584109
Zipcode: FL 0, Score: 20.741650462252242
Zipcode: MS 38, Score: 20.765530651929179
Zipcode: F HS5, Score: 20.768942107597312
Zipcode: PY C6, Score: 20.785999385937981
Zipcode: ANDS0, Score: 20.789410841606113
Zipcode: NJ9, Score: 20.792822297274245
Zipcode: NGO 3, Score: 20.833759765291852
Zipcode: S R1, Score: 20.837171220959981
Zipcode: SION0, Score: 20.857639954968786
Zipcode: OUND2, Score: 20.871285777641319
Zipcode: BEND0, Score: 20.89175451165012
Zipcode: N O6, Score: 20.898577422986389
Zipcode: 66  0, Score: 20.908811789990789
Zipcode: Y MS0, Score: 20.980452359021594
Zipcode: NING0, Score: 20.994098181694127
Zipcode: E JU4, Score: 21.014566915702932
Zipcode: ", Score:  MO0"
Zipcode: PA 1, Score: 21.093030396070002
Zipcode: MIF6, Score: 21.116910585746936
Zipcode: IN I2, Score: 21.147613686760142
Zipcode: 0   0, Score: 21.151025142428274
Zipcode: ON T7, Score: 21.154436598096407
Zipcode: UE2, Score: 21.23290007846348
Zipcode: D LK0, Score: 21.236311534131612
Zipcode: PA 15, Score: 21.253368812472281
Zipcode: KS S4, Score: 21.273837546481083
Zipcode: AL3, Score: 21.284071913485484
Zipcode: VA2, Score: 21.311363558830553
Zipcode: MA3, Score: 21.338655204175623
Zipcode: 15  0, Score: 21.37618121652509
Zipcode: BDV 0, Score: 21.423941595878961
Zipcode: RESE9, Score: 21.44099887421963
Zipcode: LK 9, Score: 21.451233241224031
Zipcode: 68  0, Score: 21.475113430900965
Zipcode: RD 34, Score: 21.485347797905366
Zipcode: WNA 6, Score: 21.5194623545867
Zipcode: A OL4, Score: 21.5296967215911
Zipcode: VA9, Score: 21.567222733940572
Zipcode: 577 0, Score: 21.57404564527684
Zipcode: I RI5, Score: 21.604748746290042
Zipcode: Y 415, Score: 21.621806024630711
Zipcode: E MS0, Score: 21.628628935966976
Zipcode: 23  0, Score: 21.635451847303244
Zipcode: PSVI3, Score: 21.645686214307645
Zipcode: CH T7, Score: 21.66274349264831
Zipcode: NAPE0, Score: 21.67980077098898
Zipcode: ES N8, Score: 21.713915327670318
Zipcode: NY1, Score: 21.734384061679119
Zipcode: ULA 3, Score: 21.761675707024185
Zipcode: 187 0, Score: 21.765087162692321
Zipcode: OWAR4, Score: 21.768498618360454
Zipcode: GA3, Score: 21.785555896701123
Zipcode: KELL0, Score: 21.795790263705523
Zipcode: NY 1, Score: 21.802613175041792
Zipcode: NICA0, Score: 21.816258997714325
Zipcode: OSEP8, Score: 21.829904820386858
Zipcode: 42  0, Score: 21.840139187391262
Zipcode: 9NJ5, Score: 21.853785010063795
Zipcode: 1/2 4, Score: 21.898133933749531
Zipcode: NCH 9, Score: 21.9151912120902
Zipcode: BAY 0, Score: 21.935659946099
Zipcode: NC 27, Score: 21.945894313103402
Zipcode: LINO9, Score: 21.959540135775935
Zipcode: IL, Score: 22.000477603793538
Zipcode: MO0, Score: 22.020946337802343
Zipcode: MO, Score: 22.038003616143008
Zipcode: VE A9, Score: 22.051649438815542
Zipcode: OH 0, Score: 22.078941084160611
Zipcode: NH, Score: 22.082352539828744
Zipcode: NE  0, Score: 22.08576399549688
Zipcode: LA 7, Score: 22.136935830518883
Zipcode: JA0, Score: 22.147170197523284
Zipcode: CO P1, Score: 22.164227475863953
Zipcode: WSP 3, Score: 22.171050387200218
Zipcode: 7 1, Score: 22.177873298536486
Zipcode: D BC8, Score: 22.181284754204619
Zipcode: N PA0, Score: 22.184696209872754
Zipcode: 5   0, Score: 22.194930576877152
Zipcode: IGHT2, Score: 22.198342032545288
Zipcode: TX 0, Score: 22.215399310885957
Zipcode: AVOY5, Score: 22.225633677890354
Zipcode: 64  0, Score: 22.23927950056289
Zipcode: 39  0, Score: 22.242690956231023
Zipcode: R11 0, Score: 22.252925323235427
Zipcode: ON C3, Score: 22.26657114590796
Zipcode: VI0, Score: 22.293862791253027
Zipcode: 01  0, Score: 22.297274246921162
Zipcode: IN 0, Score: 22.341623170606898
Zipcode: NJ0, Score: 22.375737727288232
Zipcode: K SU9, Score: 22.396206461297037
Zipcode: ENNA7, Score: 22.420086650973971
Zipcode: D   0, Score: 22.491727220004776
Zipcode: 33  0, Score: 22.498550131341045
Zipcode: 052 0, Score: 22.512195954013578
Zipcode: REES0, Score: 22.525841776686111
Zipcode: IVAR0, Score: 22.532664688022379
Zipcode: IND5, Score: 22.577013611708114
Zipcode: CTY0, Score: 22.58042506737625
Zipcode: A LA0, Score: 22.590659434380651
Zipcode: CO 5, Score: 22.597482345716919
Zipcode: 265 0, Score: 22.604305257053184
Zipcode: G 0, Score: 22.617951079725717
Zipcode: BONA5, Score: 22.628185446730122
Zipcode: T 120, Score: 22.645242725070787
Zipcode: KY4, Score: 22.662300003411456
Zipcode: BAYO4, Score: 22.669122914747721
Zipcode: BA8, Score: 22.689591648756526
Zipcode: E LA0, Score: 22.693003104424658
Zipcode: EWOO4, Score: 22.71347183843346
Zipcode: RY C6, Score: 22.733940572442261
Zipcode: DES 2, Score: 22.737352028110394
Zipcode: ESS 3, Score: 22.747586395114798
Zipcode: BCH 2, Score: 22.757820762119195
Zipcode: RENA0, Score: 22.788523863132397
Zipcode: ULAH0, Score: 22.795346774468666
Zipcode: TX 7, Score: 22.802169685804934
Zipcode: ANT 9, Score: 22.822638419813735
Zipcode: N 9, Score: 22.89427898884454
Zipcode: ELDO5, Score: 22.911336267185209
Zipcode: RI2, Score: 22.914747722853342
Zipcode: 512 0, Score: 22.935216456862143
Zipcode: LAND9, Score: 22.962508102207213
Zipcode: RD C6, Score: 22.996622658888548
Zipcode: 450 0, Score: 23.003445570224816
Zipcode: SBUR7, Score: 23.006857025892948
Zipcode: TO K1, Score: 23.017091392897349
Zipcode: ON 4, Score: 23.071674683587489
Zipcode: IA5, Score: 23.081909050591886
Zipcode: MS 3, Score: 23.102377784600687
Zipcode: T   0, Score: 23.2149558216491
Zipcode: GALV5, Score: 23.245658922662297
Zipcode: AND 5, Score: 23.252481833998566
Zipcode: ILE 3, Score: 23.262716201002966
Zipcode: ME0, Score: 23.293419302016169
Zipcode: ON  0, Score: 23.324122403029374
Zipcode: C 1 0, Score: 23.330945314365639
Zipcode: RK  0, Score: 23.337768225701907
Zipcode: NGE 5, Score: 23.344591137038172
Zipcode: 3 S9, Score: 23.385528605055779
Zipcode: 650 0, Score: 23.528809743117389
Zipcode: A 154, Score: 23.559512844130591
Zipcode: CLA9, Score: 23.566335755466859
Zipcode: L ON0, Score: 23.569747211134992
Zipcode: AGE 2, Score: 23.573158666803128
Zipcode: ENA 3, Score: 23.579981578139392
Zipcode: NGE 1, Score: 23.583393033807525
Zipcode: AL 0, Score: 23.597038856480061
Zipcode: E AL0, Score: 23.631153413161396
Zipcode: WA9, Score: 23.651622147170198
Zipcode: LE6, Score: 23.668679425510867
Zipcode: L1, Score: 23.6823252481834
Zipcode: DAL5, Score: 23.71985126053287
Zipcode: E BC8, Score: 23.733497083205403
Zipcode: E CO0, Score: 23.760788728550473
Zipcode: TY A3, Score: 23.808549107904341
Zipcode: PENN1, Score: 23.835840753249414
Zipcode: MBUS0, Score: 23.869955309930749
Zipcode: MI4, Score: 23.883601132603282
Zipcode: MN 5, Score: 23.887012588271414
Zipcode: P3, Score: 23.962064612970355
Zipcode: 82  0, Score: 23.999590625319826
Zipcode: PUB3, Score: 24.078054105686896
Zipcode: MLS0, Score: 24.112168662368234
Zipcode: 52 0, Score: 24.1189915737045
Zipcode: PA 17, Score: 24.136048852045167
Zipcode: AFT5, Score: 24.180397775730906
Zipcode: 301 0, Score: 24.200866509739704
Zipcode: MN5, Score: 24.217923788080373
Zipcode: MA 02, Score: 24.279329990106781
Zipcode: PR0, Score: 24.28274144577491
Zipcode: VA, Score: 24.303210179783711
Zipcode: D CO9, Score: 24.316856002456248
Zipcode: NV8, Score: 24.350970559137583
Zipcode: 376 0, Score: 24.357793470473851
Zipcode: Y 621, Score: 24.385085115818921
Zipcode: ISH 0, Score: 24.405553849827722
Zipcode: L NY0, Score: 24.408965305495855
Zipcode: L   0, Score: 24.436256950840924
Zipcode: R BU4, Score: 24.463548596185994
Zipcode: ON 9, Score: 24.484017330194792
Zipcode: IV  0, Score: 24.504486064203597
Zipcode: N SP7, Score: 24.51813188687613
Zipcode: YOR2, Score: 24.569303721898134
Zipcode: SH R9, Score: 24.589772455906935
Zipcode: NE6, Score: 24.647767202265207
Zipcode: OF0, Score: 24.658001569269608
Zipcode: N WI3, Score: 24.709173404291612
Zipcode: THE0, Score: 24.739876505304814
Zipcode: WP  0, Score: 24.760345239313615
Zipcode: Y NE0, Score: 24.780813973322417
Zipcode: R2E 0, Score: 24.79445979599495
Zipcode: FET3, Score: 24.825162897008155
Zipcode: D LA0, Score: 24.852454542353222
Zipcode: CHAU3, Score: 24.862688909357622
Zipcode: 4 MI0, Score: 24.866100365025755
Zipcode: ESS 0, Score: 24.893392010370825
Zipcode: 2   0, Score: 24.947975301060961
Zipcode: FRAN3, Score: 24.958209668065365
Zipcode: FORD0, Score: 24.961621123733497
Zipcode: 522 0, Score: 24.978678402074163
Zipcode: AKE 4, Score: 24.9820898577423
Zipcode: LLE 3, Score: 24.988912769078567
Zipcode: T 150, Score: 25.009381503087369
Zipcode: SILV5, Score: 25.057141882441236
Zipcode: NA C3, Score: 25.063964793777505
Zipcode: TON 0, Score: 25.101490806126975
Zipcode: ID9, Score: 25.139016818476446
Zipcode: TX9, Score: 25.203834476170982
Zipcode: LER 3, Score: 25.214068843175387
Zipcode: ANA 0, Score: 25.220891754511648
Zipcode: 532 0, Score: 25.224303210179784
Zipcode: UB  0, Score: 25.347115614232589
Zipcode: O KY0, Score: 25.415344727595262
Zipcode: O LA0, Score: 25.459693651281
Zipcode: ARRI2, Score: 25.480162385289802
Zipcode: IS 1, Score: 25.517688397639272
Zipcode: 3   0, Score: 25.548391498652474
Zipcode: D PA0, Score: 25.579094599665673
Zipcode: 28  0, Score: 25.62003206768328
Zipcode: EK R4, Score: 25.640500801692085
Zipcode: SON 3, Score: 25.647323713028346
Zipcode: TY P1, Score: 25.65755808003275
Zipcode: ST A5, Score: 25.678026814041548
Zipcode: ISH 3, Score: 25.712141370722886
Zipcode: D ME9, Score: 25.746255927404221
Zipcode: PA  0, Score: 25.773547572749294
Zipcode: Z MS0, Score: 25.776959028417423
Zipcode: TLE 3, Score: 25.783781939753691
Zipcode: PEE 3, Score: 25.797427762426228
Zipcode: RI  0, Score: 25.947531811824103
Zipcode: MO6, Score: 25.988469279841709
Zipcode: VN  0, Score: 25.99870364684611
Zipcode: EY C6, Score: 26.005526558182378
Zipcode: T 1 2, Score: 26.008938013850507
Zipcode: O NU5, Score: 26.056698393204382
Zipcode: SHRS0, Score: 26.128338962235187
Zipcode: LIVA9, Score: 26.155630607580253
Zipcode: ING 5, Score: 26.179510797257187
Zipcode: OOK 3, Score: 26.199979531265992
Zipcode: ISL0, Score: 26.203390986934128
Zipcode: 070 0, Score: 26.24773991061986
Zipcode: ST6, Score: 26.271620100296794
Zipcode: ARLE2, Score: 26.309146112646264
Zipcode: WHIT5, Score: 26.346672124995735
Zipcode: RLES0, Score: 26.356906492000139
Zipcode: EEK 2, Score: 26.36714085900454
Zipcode: LOR 3, Score: 26.3739637703408
Zipcode: F BA9, Score: 26.438781428035341
Zipcode: COLU4, Score: 26.442192883703473
Zipcode: KY 0, Score: 26.530890731074951
Zipcode: HILS0, Score: 26.599119844437624
Zipcode: MS 0, Score: 26.623000034114558
Zipcode: NITY0, Score: 26.663937502132164
Zipcode: RY L1, Score: 26.667348957800289
Zipcode: EO5, Score: 26.684406236140962
Zipcode: POOL0, Score: 26.6980520588135
Zipcode: AVEN0, Score: 26.738989526831098
Zipcode: EVO 7, Score: 26.74240098249923
Zipcode: S WV0, Score: 26.7492238938355
Zipcode: KENY6, Score: 26.7799269948487
Zipcode: 77  0, Score: 26.800395728857502
Zipcode: ISAB5, Score: 26.820864462866307
Zipcode: LAIN5, Score: 26.90273939890151
Zipcode: ER O5, Score: 26.916385221574046
Zipcode: IN0, Score: 26.926619588578447
Zipcode: Y   0, Score: 26.930031044246576
Zipcode: H CA4, Score: 26.943676866919112
Zipcode: MD9, Score: 26.981202879268583
Zipcode: INSO5, Score: 26.984614334936719
Zipcode: STON0, Score: 27.008494524613653
Zipcode: TOWN2, Score: 27.049431992631256
Zipcode: NE 6, Score: 27.05966635963566
Zipcode: & E0, Score: 27.151775662675266
Zipcode: WV 0, Score: 27.1858902193566
Zipcode: 260 0, Score: 27.189301675024737
Zipcode: V 251, Score: 27.202947497697266
Zipcode: NJ1, Score: 27.216593320369803
Zipcode: NAPO3, Score: 27.2370620543786
Zipcode: STIN0, Score: 27.284822433732476
Zipcode: CTY 3, Score: 27.30870262340941
Zipcode: 739 0, Score: 27.312114079077542
Zipcode: RIV5, Score: 27.315525534745678
Zipcode: DS 49, Score: 27.349640091427013
Zipcode: SECT0, Score: 27.373520281103946
Zipcode: RIST9, Score: 27.376931736772082
Zipcode: 726 0, Score: 27.390577559444619
Zipcode: LLER0, Score: 27.39740047078088
Zipcode: SC9, Score: 27.458806672807285
Zipcode: 20 2, Score: 27.47927540681609
Zipcode: 5A  0, Score: 27.503155596493023
Zipcode: IV0, Score: 27.550915975846895
Zipcode: GAT5, Score: 27.571384709855696
Zipcode: 80  0, Score: 27.59526489953263
Zipcode: RD C3, Score: 27.64984819022277
Zipcode: LD L9, Score: 27.677139835567839
Zipcode: OMER8, Score: 27.748780404598644
Zipcode: TLAN3, Score: 27.762426227271174
